Opportunity Number;Supplies Subgroup;Supplies Group;Sales Stage Change Count;Total Days Identified Through Closing;Total Days Identified Through Qualified;Opportunity Amount USD;Client Size By Revenue;Client Size By Employee Count;Revenue From Client Past Two Years;Competitor Type;Deal Size Category;Lat;Lon;Country_Code;Country;ID;Probabilidad
8523574.0;Shelters & RV;Performance & Non-auto;2;8;8;1000;1;1;3;Unknown;7;7.928675;-67.5;7;Venezuela;7;0.7189501
9389467.0;Exterior Accessories;Car Accessories;4;8;5;10;1;1;4;Unknown;7;5.309766;-66.401367;7;Venezuela;7;0.73396885
6643364.0;Batteries & Accessories;Car Accessories;5;31;31;987800;1;1;0;Known;7;-9.275622;-75.585938;6;Peru;6;0.3929503
5988414.0;Motorcycle Parts;Performance & Non-auto;5;32;31;985092;3;5;2;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.6763897
7173361.0;Performance Parts;Performance & Non-auto;3;50;50;983000;3;2;0;Unknown;7;-1.230374;-78.75;5;Ecuador;5;0.2340473
7489094.0;Batteries & Accessories;Car Accessories;2;2;2;973073;5;3;2;Unknown;7;-9.275622;-75.585938;6;Peru;6;0.57599074
6279298.0;Performance Parts;Performance & Non-auto;4;4;0;970000;1;1;1;Unknown;7;-1.230374;-78.75;5;Ecuador;5;0.7716699
6540972.0;Interior Accessories;Car Accessories;6;19;19;970000;1;1;0;Unknown;7;-1.230374;-78.75;5;Ecuador;5;0.540788
9458166.0;Motorcycle Parts;Performance & Non-auto;3;3;3;963855;1;1;0;Unknown;7;-23.079732;-48.867188;2;Brasil;2;0.5807324
7091405.0;Batteries & Accessories;Car Accessories;2;37;37;961091;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.19840756
7693393.0;Exterior Accessories;Car Accessories;2;2;2;957695;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.3359533
6841038.0;Shelters & RV;Performance & Non-auto;6;16;12;956387;5;4;0;Known;7;-24.367114;-68.730469;3;Chile;3;0.5882934
5916924.0;Performance Parts;Performance & Non-auto;5;34;34;955000;3;5;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.37286487
8468571.0;Exterior Accessories;Car Accessories;6;5;5;955000;1;1;0;Unknown;7;-1.230374;-78.75;5;Ecuador;5;0.61237276
6788710.0;Batteries & Accessories;Car Accessories;5;36;36;951000;2;4;0;Known;7;-5.965754;-79.453125;6;Peru;6;0.37286487
6978229.0;Shelters & RV;Performance & Non-auto;2;8;8;950000;4;5;0;Known;7;-24.367114;-68.730469;3;Chile;3;0.30118772
6725365.0;Towing & Hitches;Car Accessories;8;40;40;950000;4;1;3;Known;7;6.83917;-74.179688;4;Colombia;4;0.64015
7394979.0;Motorcycle Parts;Performance & Non-auto;2;3;3;950000;1;3;0;Unknown;7;4.696879;-77.124023;4;Colombia;4;0.330353
8462052.0;Exterior Accessories;Car Accessories;3;12;12;950000;1;1;0;Known;7;-1.230374;-78.75;5;Ecuador;5;0.32437795
9774974.0;Garage & Car Care;Car Accessories;2;0;0;934000;1;1;0;Unknown;7;-23.079732;-48.867188;2;Brasil;2;0.3359533
8404129.0;Interior Accessories;Car Accessories;3;5;0;933963;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.58685744
7912231.0;Shelters & RV;Performance & Non-auto;3;42;42;930088;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.2340473
8207284.0;Exterior Accessories;Car Accessories;4;23;23;930088;1;1;0;None;7;-24.367114;-68.730469;3;Chile;3;0.3135458
8322926.0;Shelters & RV;Performance & Non-auto;1;0;0;930088;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.6178174
7333318.0;Shelters & RV;Performance & Non-auto;7;25;19;928361;5;5;4;Unknown;7;-11.523088;-73.125;6;Peru;6;0.70010877
8157925.0;Exterior Accessories;Car Accessories;5;23;23;928350;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.4327891
6779725.0;Garage & Car Care;Car Accessories;8;13;12;927500;5;2;0;Known;7;-1.230374;-78.75;5;Ecuador;5;0.5882934
6386900.0;Batteries & Accessories;Car Accessories;2;0;0;927077;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.3359533
6754758.0;Shelters & RV;Performance & Non-auto;8;32;29;924000;1;3;4;Unknown;7;4.390229;-74.003906;4;Colombia;4;0.6940628
7381387.0;Batteries & Accessories;Car Accessories;2;58;58;920245;1;5;0;Unknown;7;-11.523088;-73.125;6;Peru;6;0.19840756
7521001.0;Batteries & Accessories;Car Accessories;2;1;1;920245;2;2;0;Unknown;7;-5.965754;-79.453125;6;Peru;6;0.3359533
9540515.0;Shelters & RV;Performance & Non-auto;2;4;4;920245;1;1;0;Unknown;7;-9.275622;-75.585938;6;Peru;6;0.31834504
6825011.0;Shelters & RV;Performance & Non-auto;4;66;66;914586;1;1;0;Known;7;-24.367114;-68.730469;3;Chile;3;0.29067418
7650136.0;Exterior Accessories;Car Accessories;3;4;4;912000;1;1;4;None;7;-23.079732;-48.867188;2;Brasil;2;0.7679633
6814088.0;Shelters & RV;Performance & Non-auto;3;3;3;907000;4;5;4;Known;7;-24.367114;-68.730469;3;Chile;3;0.7679633
7720678.0;Performance Parts;Performance & Non-auto;3;2;2;90;1;1;4;Unknown;7;5.309766;-66.401367;7;Venezuela;7;0.7329176
6748180.0;Batteries & Accessories;Car Accessories;2;3;3;903227;1;1;3;Known;7;-1.230374;-78.75;5;Ecuador;5;0.5711347
6659596.0;Shelters & RV;Performance & Non-auto;4;6;6;900000;2;4;2;Known;7;-16.130262;-63.808594;1;Bolivia;1;0.7532681
7860043.0;Motorcycle Parts;Performance & Non-auto;3;34;34;900000;1;1;0;Unknown;7;-16.130262;-63.808594;1;Bolivia;1;0.2340473
9558508.0;Exterior Accessories;Car Accessories;3;10;10;900000;1;1;0;Unknown;7;-16.130262;-63.808594;1;Bolivia;1;0.3540517
7154264.0;Shelters & RV;Performance & Non-auto;3;4;4;900000;5;1;0;None;7;-24.367114;-68.730469;3;Chile;3;0.5673339
7732494.0;Shelters & RV;Performance & Non-auto;3;29;18;900000;1;1;0;None;7;-24.367114;-68.730469;3;Chile;3;0.2477835
7884490.0;Performance Parts;Performance & Non-auto;2;14;14;900000;1;1;0;Unknown;7;6.83917;-74.179688;4;Colombia;4;0.22531474
6360508.0;Performance Parts;Performance & Non-auto;7;48;48;900000;1;1;0;Unknown;7;-1.230374;-78.75;5;Ecuador;5;0.3675248
7535356.0;Batteries & Accessories;Car Accessories;3;49;49;900000;5;1;4;Unknown;7;-1.230374;-78.75;5;Ecuador;5;0.42290688
7645593.0;Motorcycle Parts;Performance & Non-auto;4;36;36;900000;1;1;0;Known;7;-1.230374;-78.75;5;Ecuador;5;0.29067418
7871972.0;Interior Accessories;Car Accessories;3;33;33;900000;1;1;0;Unknown;7;-11.523088;-73.125;6;Peru;6;0.2340473
7910360.0;Shelters & RV;Performance & Non-auto;2;25;25;900000;1;1;0;Known;7;-5.965754;-79.453125;6;Peru;6;0.20576213
8212261.0;Batteries & Accessories;Car Accessories;4;7;7;900000;1;1;0;Unknown;7;-5.965754;-79.453125;6;Peru;6;0.6008811
9486740.0;Shelters & RV;Performance & Non-auto;2;0;0;900000;1;1;0;Unknown;7;-9.275622;-75.585938;6;Peru;6;0.3359533
9939109.0;Motorcycle Parts;Performance & Non-auto;2;1;1;900000;1;1;0;Unknown;7;7.318882;-65.170898;7;Venezuela;7;0.3359533
7658265.0;Batteries & Accessories;Car Accessories;3;16;7;890000;1;1;4;Unknown;7;-23.079732;-48.867188;2;Brasil;2;0.74265313
7947145.0;Shelters & RV;Performance & Non-auto;5;20;20;887000;1;1;0;Unknown;7;5.309766;-66.401367;7;Venezuela;7;0.5394364
7081774.0;Batteries & Accessories;Car Accessories;5;26;26;880196;1;4;4;Known;7;-11.523088;-73.125;6;Peru;6;0.6750576
6103576.0;Exterior Accessories;Car Accessories;5;10;9;880000;4;1;0;Known;7;-24.367114;-68.730469;3;Chile;3;0.5935515
9492911.0;Shelters & RV;Performance & Non-auto;7;2;1;878000;1;1;4;None;7;-24.367114;-68.730469;3;Chile;3;0.77396977
8333879.0;Interior Accessories;Car Accessories;3;10;10;875000;1;1;0;Known;7;-1.230374;-78.75;5;Ecuador;5;0.3540517
9906680.0;Exterior Accessories;Car Accessories;1;0;0;870000;1;1;0;Unknown;7;4.696879;-77.124023;4;Colombia;4;0.6178174
7678367.0;Shelters & RV;Performance & Non-auto;7;25;15;850000;1;1;4;Known;7;-11.005904;-47.109375;2;Brasil;2;0.70010877
6387199.0;Interior Accessories;Car Accessories;2;8;8;850000;5;5;0;None;7;-24.367114;-68.730469;3;Chile;3;0.30118772
7791355.0;Shelters & RV;Performance & Non-auto;6;16;15;850000;1;1;3;Unknown;7;-9.275622;-75.585938;6;Peru;6;0.7013836
7952084.0;Batteries & Accessories;Car Accessories;2;4;4;850000;1;1;0;Unknown;7;-11.523088;-73.125;6;Peru;6;0.31834504
8467689.0;Motorcycle Parts;Performance & Non-auto;2;0;0;850000;1;1;0;Unknown;7;-9.275622;-75.585938;6;Peru;6;0.3359533
8134780.0;Exterior Accessories;Car Accessories;4;18;18;848000;1;1;4;Known;7;-5.965754;-79.453125;6;Peru;6;0.6678203
10043544.0;Replacement Parts;Car Accessories;3;2;1;845000;1;1;0;Unknown;7;-16.130262;-63.808594;1;Bolivia;1;0.58685744
6221082.0;Replacement Parts;Car Accessories;6;24;23;845000;1;1;0;Known;7;7.928675;-67.5;7;Venezuela;7;0.43412533
9507085.0;Replacement Parts;Car Accessories;2;2;2;844839;1;1;3;Unknown;7;-1.230374;-78.75;5;Ecuador;5;0.5711347
7974256.0;Motorcycle Parts;Performance & Non-auto;3;20;20;840179;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.2477835
6915678.0;Interior Accessories;Car Accessories;5;32;32;840000;5;5;4;Unknown;7;-9.275622;-75.585938;6;Peru;6;0.6750576
8080501.0;Exterior Accessories;Car Accessories;2;0;0;837079;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.3359533
6940133.0;Shelters & RV;Performance & Non-auto;2;0;0;83;1;1;0;Unknown;7;5.309766;-66.401367;7;Venezuela;7;0.6111744
8064209.0;Shelters & RV;Performance & Non-auto;6;34;21;833550;1;1;0;Known;7;-16.130262;-63.808594;1;Bolivia;1;0.5044914
7327142.0;Motorcycle Parts;Performance & Non-auto;2;15;15;833333;2;3;0;None;7;-11.523088;-73.125;6;Peru;6;0.21236537
9557376.0;Motorcycle Parts;Performance & Non-auto;3;3;3;830812;1;1;4;Unknown;7;-1.230374;-78.75;5;Ecuador;5;0.7679633
9614444.0;Towing & Hitches;Car Accessories;4;17;16;828000;1;1;3;Unknown;7;-5.965754;-79.453125;6;Peru;6;0.66916746
9841493.0;Garage & Car Care;Car Accessories;1;0;0;826142;1;1;0;Unknown;7;-11.523088;-73.125;6;Peru;6;0.6178174
7246001.0;Exterior Accessories;Car Accessories;3;40;40;821578;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.2340473
7929806.0;Motorcycle Parts;Performance & Non-auto;2;2;2;820077;1;1;3;Known;7;-7.536764;-57.304687;2;Brasil;2;0.5711347
8552538.0;Towing & Hitches;Car Accessories;3;14;14;820000;1;1;0;Unknown;7;-1.230374;-78.75;5;Ecuador;5;0.29359946
6387054.0;Garage & Car Care;Car Accessories;3;18;18;820000;5;4;0;Known;7;-5.965754;-79.453125;6;Peru;6;0.2477835
6855427.0;Shelters & RV;Performance & Non-auto;9;42;28;820000;1;5;3;Known;7;-11.523088;-73.125;6;Peru;6;0.6953522
9357459.0;Replacement Parts;Car Accessories;2;12;12;813953;1;1;0;Unknown;7;-11.005904;-47.109375;2;Brasil;2;0.26946673
10006296.0;Batteries & Accessories;Car Accessories;1;0;0;813827;1;1;4;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.7513771
7467085.0;Batteries & Accessories;Car Accessories;2;11;11;813827;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.2860889
5995879.0;Replacement Parts;Car Accessories;6;20;19;813000;1;1;0;Known;7;-24.367114;-68.730469;3;Chile;3;0.540788
8457163.0;Shelters & RV;Performance & Non-auto;5;13;13;806076;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.55857223
6848240.0;Garage & Car Care;Car Accessories;6;43;41;800000;1;1;0;Known;7;-16.130262;-63.808594;1;Bolivia;1;0.3675248
6999648.0;Batteries & Accessories;Car Accessories;5;11;10;800000;4;4;0;Unknown;7;-16.130262;-63.808594;1;Bolivia;1;0.5926395
8249054.0;Performance Parts;Performance & Non-auto;1;0;0;800000;1;1;0;Unknown;7;-16.130262;-63.808594;1;Bolivia;1;0.5880559
9734639.0;Exterior Accessories;Car Accessories;3;3;3;800000;1;1;0;Unknown;7;-11.005904;-47.109375;2;Brasil;2;0.5807324
6615604.0;Shelters & RV;Performance & Non-auto;3;9;9;800000;1;1;0;Known;7;-24.367114;-68.730469;3;Chile;3;0.3601808
6754837.0;Exterior Accessories;Car Accessories;7;2;2;800000;2;4;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.6347939
7261829.0;Shelters & RV;Performance & Non-auto;2;1;1;800000;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.3359533
7844734.0;Shelters & RV;Performance & Non-auto;7;29;28;800000;1;1;0;None;7;-24.367114;-68.730469;3;Chile;3;0.399725
8408222.0;Interior Accessories;Car Accessories;2;5;5;800000;1;1;0;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.30845472
9682860.0;Interior Accessories;Car Accessories;3;7;7;800000;1;1;4;Unknown;7;-24.367114;-68.730469;3;Chile;3;0.74265313
7467040.0;Shelters & RV;Performance & Non-auto;2;1;1;800000;3;5;0;Unknown;7;4.390229;-74.003906;4;Colombia;4;0.3359533
6094742.0;Shelters & RV;Performance & Non-auto;2;29;29;800000;4;3;0;Known;7;-1.230374;-78.75;5;Ecuador;5;0.20576213
6844156.0;Garage & Car Care;Car Accessories;2;0;0;800000;1;1;0;Unknown;7;-1.230374;-78.75;5;Ecuador;5;0.3359533
7188599.0;Interior Accessories;Car Accessories;2;5;5;800000;1;1;0;Unknown;7;-1.230374;-78.75;5;Ecuador;5;0.30845472
7466871.0;Batteries & Accessories;Car Accessories;2;12;12;800000;1;1;0;Unknown;7;-1.230374;-78.75;5;Ecuador;5;0.26946673
8499504.0;Batteries & Accessories;Car Accessories;4;6;6;800000;1;1;0;Unknown;7;-1.230374;-78.75;5;Ecuador;5;0.6008811
5836812.0;Shelters & RV;Performance & Non-auto;5;35;35;800000;2;3;0;Unknown;7;-9.275622;-75.585938;6;Peru;6;0.37286487
5980035.0;Replacement Parts;Car Accessories;6;33;33;800000;5;2;0;Unknown;7;-5.965754;-79.453125;6;Peru;6;0.38186115
6016551.0;Garage & Car Care;Car Accessories;4;32;32;800000;5;3;0;Unknown;7;-5.965754;-79.453125;6;Peru;6;0.29908243
6242936.0;Exterior Accessories;Car Accessories;2;33;33;800000;1;1;0;Unknown;7;-5.965754;-79.453125;6;Peru;6;0.19840756
6484879.0;Exterior Accessories;Car Accessories;3;15;15;800000;5;4;4;Unknown;7;-9.275622;-75.585938;6;Peru;6;0.58359903
7687275.0;Exterior Accessories;Car Accessories;2;3;3;800000;1;1;4;Known;7;-9.275622;-75.585938;6;Peru;6;0.5711347
8064043.0;Batteries & Accessories;Car Accessories;3;25;25;800000;1;1;0;Known;7;-9.275622;-75.585938;6;Peru;6;0.2477835
8171847.0;Shelters & RV;Performance & Non-auto;2;4;4;800000;1;1;1;Unknown;7;-9.275622;-75.585938;6;Peru;6;0.57599074
